attack,defense1,defense2,multiplier
Electric,Poison,Fairy,1.0
Grass,Poison,Fairy,0.5
Ice,Poison,Fairy,1.0
Fighting,Poison,Fairy,0.25
Poison,Poison,Fairy,1.0
Ground,Poison,Fairy,2.0
Flying,Poison,Fairy,1.0
Psychic,Poison,Fairy,2.0
Bug,Poison,Fairy,0.25
Rock,Poison,Fairy,1.0
Ghost,Poison,Fairy,1.0
Dragon,Poison,Fairy,0.0
Dark,Poison,Fairy,0.5
Steel,Poison,Fairy,2.0
Fairy,Poison,Fairy,0.5
Normal,Ground,,1.0
Fire,Ground,,1.0
Water,Ground,,2.0
Electric,Ground,,0.0
Grass,Ground,,2.0
Ice,Ground,,2.0
Fighting,Ground,,1.0
Poison,Ground,,0.5
Ground,Ground,,1.0
Flying,Ground,,1.0
Psychic,Ground,,1.0
Bug,Ground,,1.0
Rock,Ground,,0.5
Ghost,Ground,,1.0
Dragon,Ground,,1.0
Dark,Ground,,1.0
Steel,Ground,,1.0
Fairy,Ground,,1.0
Normal,Ground,Normal,1.0
Fire,Ground,Normal,1.0
Water,Ground,Normal,2.0
Electric,Ground,Normal,0.0
Grass,Ground,Normal,2.0
Ice,Ground,Normal,2.0
Fighting,Ground,Normal,2.0
Poison,Ground,Normal,0.5
Ground,Ground,Normal,1.0
Flying,Ground,Normal,1.0
Psychic,Ground,Normal,1.0
Bug,Ground,Normal,1.0
Rock,Ground,Normal,0.5
Ghost,Ground,Normal,0.0
Dragon,Ground,Normal,1.0
Dark,Ground,Normal,1.0
Steel,Ground,Normal,1.0
Fairy,Ground,Normal,1.0
Normal,Ground,Fire,1.0
Fire,Ground,Fire,0.5
Water,Ground,Fire,4.0
Electric,Ground,Fire,0.0
Grass,Ground,Fire,1.0
Ice,Ground,Fire,1.0
Fighting,Ground,Fire,1.0
Poison,Ground,Fire,0.5
Ground,Ground,Fire,2.0
Flying,Ground,Fire,1.0
Psychic,Ground,Fire,1.0
Bug,Ground,Fire,0.5
Rock,Ground,Fire,1.0
Ghost,Ground,Fire,1.0
Dragon,Ground,Fire,1.0
Dark,Ground,Fire,1.0
Steel,Ground,Fire,0.5
Fairy,Ground,Fire,0.5
Normal,Ground,Water,1.0
Fire,Ground,Water,0.5
Water,Ground,Water,1.0
Electric,Ground,Water,0.0
Grass,Ground,Water,4.0
Ice,Ground,Water,1.0
Fighting,Ground,Water,1.0
Poison,Ground,Water,0.5
Ground,Ground,Water,1.0
Flying,Ground,Water,1.0
Psychic,Ground,Water,1.0
Bug,Ground,Water,1.0
Rock,Ground,Water,0.5
Ghost,Ground,Water,1.0
Dragon,Ground,Water,1.0
Dark,Ground,Water,1.0
Steel,Ground,Water,0.5
Fairy,Ground,Water,1.0
Normal,Ground,Electric,1.0
Fire,Ground,Electric,1.0
Water,Ground,Electric,2.0
Electric,Ground,Electric,0.0
Grass,Ground,Electric,2.0
Ice,Ground,Electric,2.0
Fighting,Ground,Electric,1.0
Poison,Ground,Electric,0.5
Ground,Ground,Electric,2.0
Flying,Ground,Electric,0.5
Psychic,Ground,Electric,1.0
Bug,Ground,Electric,1.0
Rock,Ground,Electric,0.5
Ghost,Ground,Electric,1.0
Dragon,Ground,Electric,1.0
Dark,Ground,Electric,1.0
Steel,Ground,Electric,0.5
Fairy,Ground,Electric,1.0
Normal,Ground,Grass,1.0
Fire,Ground,Grass,2.0
Water,Ground,Grass,1.0
Electric,Ground,Grass,0.0
Grass,Ground,Grass,1.0
Ice,Ground,Grass,4.0
Fighting,Ground,Grass,1.0
Poison,Ground,Grass,1.0
Ground,Ground,Grass,0.5
Flying,Ground,Grass,2.0
Psychic,Ground,Grass,1.0
Bug,Ground,Grass,2.0
Rock,Ground,Grass,0.5
Ghost,Ground,Grass,1.0
Dragon,Ground,Grass,1.0
Dark,Ground,Grass,1.0
Steel,Ground,Grass,1.0
Fairy,Ground,Grass,1.0
Normal,Ground,Ice,1.0
Fire,Ground,Ice,2.0
Water,Ground,Ice,2.0
Electric,Ground,Ice,0.0
Grass,Ground,Ice,2.0
Ice,Ground,Ice,1.0
Fighting,Ground,Ice,2.0
Poison,Ground,Ice,0.5
Ground,Ground,Ice,1.0
Flying,Ground,Ice,1.0
Psychic,Ground,Ice,1.0
Bug,Ground,Ice,1.0
Rock,Ground,Ice,1.0
Ghost,Ground,Ice,1.0
Dragon,Ground,Ice,1.0
Dark,Ground,Ice,1.0
Steel,Ground,Ice,2.0
Fairy,Ground,Ice,1.0
Normal,Ground,Fighting,1.0
Fire,Ground,Fighting,1.0
Water,Ground,Fighting,2.0
Electric,Ground,Fighting,0.0
Grass,Ground,Fighting,2.0
Ice,Ground,Fighting,2.0
Fighting,Ground,Fighting,1.0
Poison,Ground,Fighting,0.5
Ground,Ground,Fighting,1.0
Flying,Ground,Fighting,2.0
Psychic,Ground,Fighting,2.0
Bug,Ground,Fighting,0.5
Rock,Ground,Fighting,0.25
Ghost,Ground,Fighting,1.0
Dragon,Ground,Fighting,1.0
Dark,Ground,Fighting,0.5
Steel,Ground,Fighting,1.0
Fairy,Ground,Fighting,2.0
Normal,Ground,Poison,1.0
Fire,Ground,Poison,1.0
Water,Ground,Poison,2.0
Electric,Ground,Poison,0.0
Grass,Ground,Poison,1.0
Ice,Ground,Poison,2.0
Fighting,Ground,Poison,0.5
Poison,Ground,Poison,0.25
Ground,Ground,Poison,2.0
Flying,Ground,Poison,1.0
Psychic,Ground,Poison,2.0
Bug,Ground,Poison,0.5
Rock,Ground,Poison,0.5
Ghost,Ground,Poison,1.0
Dragon,Ground,Poison,1.0
Dark,Ground,Poison,1.0
Steel,Ground,Poison,1.0
Fairy,Ground,Poison,0.5
Normal,Ground,Flying,1.0
Fire,Ground,Flying,1.0
Water,Ground,Flying,2.0
Electric,Ground,Flying,0.0
Grass,Ground,Flying,1.0
Ice,Ground,Flying,4.0
Fighting,Ground,Flying,0.5
Poison,Ground,Flying,0.5
Ground,Ground,Flying,0.0
Flying,Ground,Flying,1.0
Psychic,Ground,Flying,1.0
Bug,Ground,Flying,0.5
Rock,Ground,Flying,1.0
Ghost,Ground,Flying,1.0
Dragon,Ground,Flying,1.0
Dark,Ground,Flying,1.0
Steel,Ground,Flying,1.0
Fairy,Ground,Flying,1.0
Normal,Ground,Psychic,1.0
Fire,Ground,Psychic,1.0
Water,Ground,Psychic,2.0
Electric,Ground,Psychic,0.0
Grass,Ground,Psychic,2.0
Ice,Ground,Psychic,2.0
Fighting,Ground,Psychic,0.5
Poison,Ground,Psychic,0.5
Ground,Ground,Psychic,1.0
Flying,Ground,Psychic,1.0
Psychic,Ground,Psychic,0.5
Bug,Ground,Psychic,2.0
Rock,Ground,Psychic,0.5
Ghost,Ground,Psychic,2.0
Dragon,Ground,Psychic,1.0
Dark,Ground,Psychic,2.0
Steel,Ground,Psychic,1.0
Fairy,Ground,Psychic,1.0
Normal,Ground,Bug,1.0
Fire,Ground,Bug,2.0
Water,Ground,Bug,2.0
Electric,Ground,Bug,0.0
Grass,Ground,Bug,1.0
Ice,Ground,Bug,2.0
Fighting,Ground,Bug,0.5
Poison,Ground,Bug,0.5
Ground,Ground,Bug,0.5
Flying,Ground,Bug,2.0
Psychic,Ground,Bug,1.0
Bug,Ground,Bug,1.0
Rock,Ground,Bug,1.0
Ghost,Ground,Bug,1.0
Dragon,Ground,Bug,1.0
Dark,Ground,Bug,1.0
Steel,Ground,Bug,1.0
Fairy,Ground,Bug,1.0
Normal,Ground,Rock,0.5
Fire,Ground,Rock,0.5
Water,Ground,Rock,4.0
Electric,Ground,Rock,0.0
Grass,Ground,Rock,4.0
Ice,Ground,Rock,2.0
Fighting,Ground,Rock,2.0
Poison,Ground,Rock,0.25
Ground,Ground,Rock,2.0
Flying,Ground,Rock,0.5
Psychic,Ground,Rock,1.0
Bug,Ground,Rock,1.0
Rock,Ground,Rock,0.5
Ghost,Ground,Rock,1.0
Dragon,Ground,Rock,1.0
Dark,Ground,Rock,1.0
Steel,Ground,Rock,2.0
Fairy,Ground,Rock,1.0
Normal,Ground,Ghost,0.0
Fire,Ground,Ghost,1.0
Water,Ground,Ghost,2.0
Electric,Ground,Ghost,0.0
Grass,Ground,Ghost,2.0
Ice,Ground,Ghost,2.0
Fighting,Ground,Ghost,0.0
Poison,Ground,Ghost,0.25
Ground,Ground,Ghost,1.0
Flying,Ground,Ghost,1.0
Psychic,Ground,Ghost,1.0
Bug,Ground,Ghost,0.5
Rock,Ground,Ghost,0.5
Ghost,Ground,Ghost,2.0
Dragon,Ground,Ghost,1.0
Dark,Ground,Ghost,2.0
Steel,Ground,Ghost,1.0
Fairy,Ground,Ghost,1.0
Normal,Ground,Dragon,1.0
Fire,Ground,Dragon,0.5
Water,Ground,Dragon,1.0
Electric,Ground,Dragon,0.0
Grass,Ground,Dragon,1.0
Ice,Ground,Dragon,4.0
Fighting,Ground,Dragon,1.0
Poison,Ground,Dragon,0.5
Ground,Ground,Dragon,1.0
Flying,Ground,Dragon,1.0
Psychic,Ground,Dragon,1.0
Bug,Ground,Dragon,1.0
Rock,Ground,Dragon,0.5
Ghost,Ground,Dragon,1.0
Dragon,Ground,Dragon,2.0
Dark,Ground,Dragon,1.0
Steel,Ground,Dragon,1.0
Fairy,Ground,Dragon,2.0
Normal,Ground,Dark,1.0
Fire,Ground,Dark,1.0
Water,Ground,Dark,2.0
Electric,Ground,Dark,0.0
Grass,Ground,Dark,2.0
Ice,Ground,Dark,2.0
Fighting,Ground,Dark,2.0
Poison,Ground,Dark,0.5
Ground,Ground,Dark,1.0
Flying,Ground,Dark,1.0
Psychic,Ground,Dark,0.0
Bug,Ground,Dark,2.0
Rock,Ground,Dark,0.5
Ghost,Ground,Dark,0.5
Dragon,Ground,Dark,1.0
Dark,Ground,Dark,0.5
Steel,Ground,Dark,1.0
Fairy,Ground,Dark,2.0
Normal,Ground,Steel,0.5
Fire,Ground,Steel,2.0
Water,Ground,Steel,2.0
Electric,Ground,Steel,0.0
Grass,Ground,Steel,1.0
Ice,Ground,Steel,1.0
Fighting,Ground,Steel,2.0
Poison,Ground,Steel,0.0
Ground,Ground,Steel,2.0
Flying,Ground,Steel,0.5
Psychic,Ground,Steel,0.5
Bug,Ground,Steel,0.5
Rock,Ground,Steel,0.25
Ghost,Ground,Steel,1.0
Dragon,Ground,Steel,0.5
Dark,Ground,Steel,1.0
Steel,Ground,Steel,0.5
Fairy,Ground,Steel,0.5
Normal,Ground,Fairy,1.0
Fire,Ground,Fairy,1.0
Water,Ground,Fairy,2.0
Electric,Ground,Fairy,0.0
Grass,Ground,Fairy,2.0
Ice,Ground,Fairy,2.0
Fighting,Ground,Fairy,0.5
Poison,Ground,Fairy,1.0
Ground,Ground,Fairy,1.0
Flying,Ground,Fairy,1.0
Psychic,Ground,Fairy,1.0
Bug,Ground,Fairy,0.5
Rock,Ground,Fairy,0.5
Ghost,Ground,Fairy,1.0
Dragon,Ground,Fairy,0.0
Dark,Ground,Fairy,0.5
Steel,Ground,Fairy,2.0
Fairy,Ground,Fairy,1.0
Normal,Flying,,1.0
Fire,Flying,,1.0
Water,Flying,,1.0
Electric,Flying,,2.0
Grass,Flying,,0.5
Ice,Flying,,2.0
Fighting,Flying,,0.5
Poison,Flying,,1.0
Ground,Flying,,0.0
Flying,Flying,,1.0
Psychic,Flying,,1.0
Bug,Flying,,0.5
Rock,Flying,,2.0
Ghost,Flying,,1.0
Dragon,Flying,,1.0
Dark,Flying,,1.0
Steel,Flying,,1.0
Fairy,Flying,,1.0
Normal,Flying,Normal,1.0
Fire,Flying,Normal,1.0
Water,Flying,Normal,1.0
Electric,Flying,Normal,2.0
Grass,Flying,Normal,0.5
Ice,Flying,Normal,2.0
Fighting,Flying,Normal,1.0
Poison,Flying,Normal,1.0
Ground,Flying,Normal,0.0
Flying,Flying,Normal,1.0
Psychic,Flying,Normal,1.0
Bug,Flying,Normal,0.5
Rock,Flying,Normal,2.0
Ghost,Flying,Normal,0.0
Dragon,Flying,Normal,1.0
Dark,Flying,Normal,1.0
Steel,Flying,Normal,1.0
Fairy,Flying,Normal,1.0
Normal,Flying,Fire,1.0
Fire,Flying,Fire,0.5
Water,Flying,Fire,2.0
Electric,Flying,Fire,2.0
Grass,Flying,Fire,0.25
Ice,Flying,Fire,1.0
Fighting,Flying,Fire,0.5
Poison,Flying,Fire,1.0
Ground,Flying,Fire,0.0
Flying,Flying,Fire,1.0
Psychic,Flying,Fire,1.0
Bug,Flying,Fire,0.25
Rock,Flying,Fire,4.0
Ghost,Flying,Fire,1.0
Dragon,Flying,Fire,1.0
Dark,Flying,Fire,1.0
Steel,Flying,Fire,0.5
Fairy,Flying,Fire,0.5
Normal,Flying,Water,1.0
Fire,Flying,Water,0.5
Water,Flying,Water,0.5
Electric,Flying,Water,4.0
Grass,Flying,Water,1.0
Ice,Flying,Water,1.0
Fighting,Flying,Water,0.5
Poison,Flying,Water,1.0
Ground,Flying,Water,0.0
Flying,Flying,Water,1.0
Psychic,Flying,Water,1.0
Bug,Flying,Water,0.5
Rock,Flying,Water,2.0
Ghost,Flying,Water,1.0
Dragon,Flying,Water,1.0
Dark,Flying,Water,1.0
Steel,Flying,Water,0.5
Fairy,Flying,Water,1.0
Normal,Flying,Electric,1.0
Fire,Flying,Electric,1.0
Water,Flying,Electric,1.0
Electric,Flying,Electric,1.0
Grass,Flying,Electric,0.5
Ice,Flying,Electric,2.0
Fighting,Flying,Electric,0.5
Poison,Flying,Electric,1.0
Ground,Flying,Electric,0.0
Flying,Flying,Electric,0.5
Psychic,Flying,Electric,1.0
Bug,Flying,Electric,0.5
Rock,Flying,Electric,2.0
Ghost,Flying,Electric,1.0
Dragon,Flying,Electric,1.0
Dark,Flying,Electric,1.0
Steel,Flying,Electric,0.5
Fairy,Flying,Electric,1.0
Normal,Flying,Grass,1.0
Fire,Flying,Grass,2.0
Water,Flying,Grass,0.5
Electric,Flying,Grass,1.0
Grass,Flying,Grass,0.25
Ice,Flying,Grass,4.0
Fighting,Flying,Grass,0.5
Poison,Flying,Grass,2.0
Ground,Flying,Grass,0.0
Flying,Flying,Grass,2.0
Psychic,Flying,Grass,1.0
Bug,Flying,Grass,1.0
Rock,Flying,Grass,2.0
Ghost,Flying,Grass,1.0
Dragon,Flying,Grass,1.0
Dark,Flying,Grass,1.0
Steel,Flying,Grass,1.0
Fairy,Flying,Grass,1.0
Normal,Flying,Ice,1.0
Fire,Flying,Ice,2.0
Water,Flying,Ice,1.0
Electric,Flying,Ice,2.0
Grass,Flying,Ice,0.5
Ice,Flying,Ice,1.0
Fighting,Flying,Ice,1.0
Poison,Flying,Ice,1.0
Ground,Flying,Ice,0.0
Flying,Flying,Ice,1.0
Psychic,Flying,Ice,1.0
Bug,Flying,Ice,0.5
Rock,Flying,Ice,4.0
Ghost,Flying,Ice,1.0
Dragon,Flying,Ice,1.0
Dark,Flying,Ice,1.0
Steel,Flying,Ice,2.0
Fairy,Flying,Ice,1.0
Normal,Flying,Fighting,1.0
Fire,Flying,Fighting,1.0
Water,Flying,Fighting,1.0
Electric,Flying,Fighting,2.0
Grass,Flying,Fighting,0.5
Ice,Flying,Fighting,2.0
Fighting,Flying,Fighting,0.5
Poison,Flying,Fighting,1.0
Ground,Flying,Fighting,0.0
Flying,Flying,Fighting,2.0
Psychic,Flying,Fighting,2.0
Bug,Flying,Fighting,0.25
Rock,Flying,Fighting,1.0
Ghost,Flying,Fighting,1.0
Dragon,Flying,Fighting,1.0
Dark,Flying,Fighting,0.5
Steel,Flying,Fighting,1.0
Fairy,Flying,Fighting,2.0
Normal,Flying,Poison,1.0
Fire,Flying,Poison,1.0
Water,Flying,Poison,1.0
Electric,Flying,Poison,2.0
Grass,Flying,Poison,0.25
Ice,Flying,Poison,2.0
Fighting,Flying,Poison,0.25
Poison,Flying,Poison,0.5
Ground,Flying,Poison,0.0
Flying,Flying,Poison,1.0
Psychic,Flying,Poison,2.0
Bug,Flying,Poison,0.25
Rock,Flying,Poison,2.0
Ghost,Flying,Poison,1.0
Dragon,Flying,Poison,1.0
Dark,Flying,Poison,1.0
Steel,Flying,Poison,1.0
Fairy,Flying,Poison,0.5
Normal,Flying,Ground,1.0
Fire,Flying,Ground,1.0
Water,Flying,Ground,2.0
Electric,Flying,Ground,0.0
Grass,Flying,Ground,1.0
Ice,Flying,Ground,4.0
Fighting,Flying,Ground,0.5
Poison,Flying,Ground,0.5
Ground,Flying,Ground,0.0
Flying,Flying,Ground,1.0
Psychic,Flying,Ground,1.0
Bug,Flying,Ground,0.5
Rock,Flying,Ground,1.0
Ghost,Flying,Ground,1.0
Dragon,Flying,Ground,1.0
Dark,Flying,Ground,1.0
Steel,Flying,Ground,1.0
Fairy,Flying,Ground,1.0
Normal,Flying,Psychic,1.0
Fire,Flying,Psychic,1.0
Water,Flying,Psychic,1.0
Electric,Flying,Psychic,2.0
Grass,Flying,Psychic,0.5
Ice,Flying,Psychic,2.0
Fighting,Flying,Psychic,0.25
Poison,Flying,Psychic,1.0
Ground,Flying,Psychic,0.0
Flying,Flying,Psychic,1.0
Psychic,Flying,Psychic,0.5
Bug,Flying,Psychic,1.0
Rock,Flying,Psychic,2.0
Ghost,Flying,Psychic,2.0
Dragon,Flying,Psychic,1.0
Dark,Flying,Psychic,2.0
Steel,Flying,Psychic,1.0
Fairy,Flying,Psychic,1.0
Normal,Flying,Bug,1.0
Fire,Flying,Bug,2.0
Water,Flying,Bug,1.0
Electric,Flying,Bug,2.0
Grass,Flying,Bug,0.25
Ice,Flying,Bug,2.0
Fighting,Flying,Bug,0.25
Poison,Flying,Bug,1.0
Ground,Flying,Bug,0.0
Flying,Flying,Bug,2.0
Psychic,Flying,Bug,1.0
Bug,Flying,Bug,0.5
Rock,Flying,Bug,4.0
Ghost,Flying,Bug,1.0
Dragon,Flying,Bug,1.0
Dark,Flying,Bug,1.0
Steel,Flying,Bug,1.0
Fairy,Flying,Bug,1.0
Normal,Flying,Rock,0.5
Fire,Flying,Rock,0.5
Water,Flying,Rock,2.0
Electric,Flying,Rock,2.0
Grass,Flying,Rock,1.0
Ice,Flying,Rock,2.0
Fighting,Flying,Rock,1.0
Poison,Flying,Rock,0.5
Ground,Flying,Rock,0.0
Flying,Flying,Rock,0.5
Psychic,Flying,Rock,1.0
Bug,Flying,Rock,0.5
Rock,Flying,Rock,2.0
Ghost,Flying,Rock,1.0
Dragon,Flying,Rock,1.0
Dark,Flying,Rock,1.0
Steel,Flying,Rock,2.0
Fairy,Flying,Rock,1.0
Normal,Flying,Ghost,0.0
Fire,Flying,Ghost,1.0
Water,Flying,Ghost,1.0
Electric,Flying,Ghost,2.0
Grass,Flying,Ghost,0.5
Ice,Flying,Ghost,2.0
Fighting,Flying,Ghost,0.0
Poison,Flying,Ghost,0.5
Ground,Flying,Ghost,0.0
Flying,Flying,Ghost,1.0
Psychic,Flying,Ghost,1.0
Bug,Flying,Ghost,0.25
Rock,Flying,Ghost,2.0
Ghost,Flying,Ghost,2.0
Dragon,Flying,Ghost,1.0
Dark,Flying,Ghost,2.0
Steel,Flying,Ghost,1.0
Fairy,Flying,Ghost,1.0
Normal,Flying,Dragon,1.0
Fire,Flying,Dragon,0.5
Water,Flying,Dragon,0.5
Electric,Flying,Dragon,1.0
Grass,Flying,Dragon,0.25
Ice,Flying,Dragon,4.0
Fighting,Flying,Dragon,0.5
Poison,Flying,Dragon,1.0
Ground,Flying,Dragon,0.0
Flying,Flying,Dragon,1.0
Psychic,Flying,Dragon,1.0
Bug,Flying,Dragon,0.5
Rock,Flying,Dragon,2.0
Ghost,Flying,Dragon,1.0
Dragon,Flying,Dragon,2.0
Dark,Flying,Dragon,1.0
Steel,Flying,Dragon,1.0
Fairy,Flying,Dragon,2.0
Normal,Flying,Dark,1.0
Fire,Flying,Dark,1.0
Water,Flying,Dark,1.0
Electric,Flying,Dark,2.0
Grass,Flying,Dark,0.5
Ice,Flying,Dark,2.0
Fighting,Flying,Dark,1.0
Poison,Flying,Dark,1.0
Ground,Flying,Dark,0.0
Flying,Flying,Dark,1.0
Psychic,Flying,Dark,0.0
Bug,Flying,Dark,1.0
Rock,Flying,Dark,2.0
Ghost,Flying,Dark,0.5
Dragon,Flying,Dark,1.0
Dark,Flying,Dark,0.5
Steel,Flying,Dark,1.0
Fairy,Flying,Dark,2.0
Normal,Flying,Steel,0.5
Fire,Flying,Steel,2.0
Water,Flying,Steel,1.0
Electric,Flying,Steel,2.0
Grass,Flying,Steel,0.25
Ice,Flying,Steel,1.0
Fighting,Flying,Steel,1.0
Poison,Flying,Steel,0.0
Ground,Flying,Steel,0.0
Flying,Flying,Steel,0.5
Psychic,Flying,Steel,0.5
Bug,Flying,Steel,0.25
Rock,Flying,Steel,1.0
Ghost,Flying,Steel,1.0
Dragon,Flying,Steel,0.5
Dark,Flying,Steel,1.0
Steel,Flying,Steel,0.5
Fairy,Flying,Steel,0.5
Normal,Flying,Fairy,1.0
Fire,Flying,Fairy,1.0
Water,Flying,Fairy,1.0
Electric,Flying,Fairy,2.0
Grass,Flying,Fairy,0.5
Ice,Flying,Fairy,2.0
Fighting,Flying,Fairy,0.25
Poison,Flying,Fairy,2.0
Ground,Flying,Fairy,0.0
Flying,Flying,Fairy,1.0
Psychic,Flying,Fairy,1.0
Bug,Flying,Fairy,0.25
Rock,Flying,Fairy,2.0
Ghost,Flying,Fairy,1.0
Dragon,Flying,Fairy,0.0
Dark,Flying,Fairy,0.5
Steel,Flying,Fairy,2.0
Fairy,Flying,Fairy,1.0
Normal,Psychic,,1.0
Fire,Psychic,,1.0
Water,Psychic,,1.0
Electric,Psychic,,1.0
Grass,Psychic,,1.0
Ice,Psychic,,1.0
Fighting,Psychic,,0.5
Poison,Psychic,,1.0
Ground,Psychic,,1.0
Flying,Psychic,,1.0
Psychic,Psychic,,0.5
Bug,Psychic,,2.0
Rock,Psychic,,1.0
Ghost,Psychic,,2.0
Dragon,Psychic,,1.0
Dark,Psychic,,2.0
Steel,Psychic,,1.0
Fairy,Psychic,,1.0
Normal,Psychic,Normal,1.0
Fire,Psychic,Normal,1.0
Water,Psychic,Normal,1.0
Electric,Psychic,Normal,1.0
Grass,Psychic,Normal,1.0
Ice,Psychic,Normal,1.0
Fighting,Psychic,Normal,1.0
Poison,Psychic,Normal,1.0
Ground,Psychic,Normal,1.0
Flying,Psychic,Normal,1.0
Psychic,Psychic,Normal,0.5
Bug,Psychic,Normal,2.0
Rock,Psychic,Normal,1.0
Ghost,Psychic,Normal,0.0
Dragon,Psychic,Normal,1.0
Dark,Psychic,Normal,2.0
Steel,Psychic,Normal,1.0
Fairy,Psychic,Normal,1.0
Normal,Psychic,Fire,1.0
Fire,Psychic,Fire,0.5
Water,Psychic,Fire,2.0
Electric,Psychic,Fire,1.0
Grass,Psychic,Fire,0.5
Ice,Psychic,Fire,0.5
Fighting,Psychic,Fire,0.5
Poison,Psychic,Fire,1.0
Ground,Psychic,Fire,2.0
Flying,Psychic,Fire,1.0
Psychic,Psychic,Fire,0.5
Bug,Psychic,Fire,1.0
Rock,Psychic,Fire,2.0
Ghost,Psychic,Fire,2.0
Dragon,Psychic,Fire,1.0
Dark,Psychic,Fire,2.0
Steel,Psychic,Fire,0.5
Fairy,Psychic,Fire,0.5
Normal,Psychic,Water,1.0
Fire,Psychic,Water,0.5
Water,Psychic,Water,0.5
Electric,Psychic,Water,2.0
Grass,Psychic,Water,2.0
Ice,Psychic,Water,0.5
Fighting,Psychic,Water,0.5
Poison,Psychic,Water,1.0
Ground,Psychic,Water,1.0
Flying,Psychic,Water,1.0
Psychic,Psychic,Water,0.5
Bug,Psychic,Water,2.0
Rock,Psychic,Water,1.0
Ghost,Psychic,Water,2.0
Dragon,Psychic,Water,1.0
Dark,Psychic,Water,2.0
Steel,Psychic,Water,0.5
Fairy,Psychic,Water,1.0
Normal,Psychic,Electric,1.0
Fire,Psychic,Electric,1.0
Water,Psychic,Electric,1.0
Electric,Psychic,Electric,0.5
Grass,Psychic,Electric,1.0
Ice,Psychic,Electric,1.0
Fighting,Psychic,Electric,0.5
Poison,Psychic,Electric,1.0
Ground,Psychic,Electric,2.0
Flying,Psychic,Electric,0.5
Psychic,Psychic,Electric,0.5
Bug,Psychic,Electric,2.0
Rock,Psychic,Electric,1.0
Ghost,Psychic,Electric,2.0
Dragon,Psychic,Electric,1.0
Dark,Psychic,Electric,2.0
Steel,Psychic,Electric,0.5
Fairy,Psychic,Electric,1.0
Normal,Psychic,Grass,1.0
Fire,Psychic,Grass,2.0
Water,Psychic,Grass,0.5
Electric,Psychic,Grass,0.5
Grass,Psychic,Grass,0.5
Ice,Psychic,Grass,2.0
Fighting,Psychic,Grass,0.5
Poison,Psychic,Grass,2.0
Ground,Psychic,Grass,0.5
Flying,Psychic,Grass,2.0
Psychic,Psychic,Grass,0.5
Bug,Psychic,Grass,4.0
Rock,Psychic,Grass,1.0
Ghost,Psychic,Grass,2.0
Dragon,Psychic,Grass,1.0
Dark,Psychic,Grass,2.0
Steel,Psychic,Grass,1.0
Fairy,Psychic,Grass,1.0
Normal,Psychic,Ice,1.0
Fire,Psychic,Ice,2.0
Water,Psychic,Ice,1.0
Electric,Psychic,Ice,1.0
Grass,Psychic,Ice,1.0
Ice,Psychic,Ice,0.5
Fighting,Psychic,Ice,1.0
Poison,Psychic,Ice,1.0
Ground,Psychic,Ice,1.0
Flying,Psychic,Ice,1.0
Psychic,Psychic,Ice,0.5
Bug,Psychic,Ice,2.0
Rock,Psychic,Ice,2.0
Ghost,Psychic,Ice,2.0
Dragon,Psychic,Ice,1.0
Dark,Psychic,Ice,2.0
Steel,Psychic,Ice,2.0
Fairy,Psychic,Ice,1.0
Normal,Psychic,Fighting,1.0
Fire,Psychic,Fighting,1.0
Water,Psychic,Fighting,1.0
Electric,Psychic,Fighting,1.0
Grass,Psychic,Fighting,1.0
Ice,Psychic,Fighting,1.0
Fighting,Psychic,Fighting,0.5
Poison,Psychic,Fighting,1.0
Ground,Psychic,Fighting,1.0
Flying,Psychic,Fighting,2.0
Psychic,Psychic,Fighting,1.0
Bug,Psychic,Fighting,1.0
Rock,Psychic,Fighting,0.5
Ghost,Psychic,Fighting,2.0
Dragon,Psychic,Fighting,1.0
Dark,Psychic,Fighting,1.0
Steel,Psychic,Fighting,1.0
Fairy,Psychic,Fighting,2.0
Normal,Psychic,Poison,1.0
Fire,Psychic,Poison,1.0
Water,Psychic,Poison,1.0
Electric,Psychic,Poison,1.0
Grass,Psychic,Poison,0.5
Ice,Psychic,Poison,1.0
Fighting,Psychic,Poison,0.25
Poison,Psychic,Poison,0.5
Ground,Psychic,Poison,2.0
Flying,Psychic,Poison,1.0
Psychic,Psychic,Poison,1.0
Bug,Psychic,Poison,1.0
Rock,Psychic,Poison,1.0
Ghost,Psychic,Poison,2.0
Dragon,Psychic,Poison,1.0
Dark,Psychic,Poison,2.0
Steel,Psychic,Poison,1.0
Fairy,Psychic,Poison,0.5
Normal,Psychic,Ground,1.0
Fire,Psychic,Ground,1.0
Water,Psychic,Ground,2.0
Electric,Psychic,Ground,0.0
Grass,Psychic,Ground,2.0
Ice,Psychic,Ground,2.0
Fighting,Psychic,Ground,0.5
Poison,Psychic,Ground,0.5
Ground,Psychic,Ground,1.0
Flying,Psychic,Ground,1.0
Psychic,Psychic,Ground,0.5
Bug,Psychic,Ground,2.0
Rock,Psychic,Ground,0.5
Ghost,Psychic,Ground,2.0
Dragon,Psychic,Ground,1.0
Dark,Psychic,Ground,2.0
Steel,Psychic,Ground,1.0
Fairy,Psychic,Ground,1.0
Normal,Psychic,Flying,1.0
Fire,Psychic,Flying,1.0
Water,Psychic,Flying,1.0
Electric,Psychic,Flying,2.0
Grass,Psychic,Flying,0.5
Ice,Psychic,Flying,2.0
Fighting,Psychic,Flying,0.25
